dataset,doc_id,seg_id,english,chinese,char_count,word_count,char_bin,word_bin
wmttest2024.en-zh.xml,test-en-speech_Q4lcIWMntCY_000,1,"Hello and welcome to this travel vlog. Today we are exploring the city of Rotterdam. Rotterdam is a city located in the province of South Holland. It is a city that divides opinions because of its more modern and urban- looking architecture. Rotterdam was almost completely destroyed during World War II when the Germans attacked the city. Because of this, the city had to be rebuilt, resulting it to look quite different from the other cities in the Netherlands.",大家好，欢迎收看本期旅游视频。今天我们探索的是鹿特丹市。鹿特丹市位于南荷兰省。因为更加现代、更具都市风情的建筑而令人们对它褒贬不一。二次世界大战期间，鹿特丹市遭到德国人袭击，整座城市几乎被完全被摧毁。因此不得不重建，并因而具备与荷兰其他城市迥然不同的风貌。,463,79,250-499,50-99
newstest2018.en-zh.xml,007_20180118c010ck,12,"Sage said: “It's a pleasure for me to help Chinese friends prepare for the New Year. It is equally important to clean the apartment and paste the red spring couplets with blessing words on the door. On New Year’s eve, all family members must gather together to have a good meal and stay until midnight, and finally to celebrate the New Year with fireworks. For foreigners, spending the night with friends and their family is indeed an opportunity for blending. ”",塞希说：“我建议帮助中国朋友为过年做准备，打扫公寓和在家门贴上写有新年祝福语的红色春联同等重要，在除夕那一天，所有的家庭成员都要齐集一堂吃一顿丰盛的大餐，然后守岁到午夜，用绚丽响亮的焰火迎接新年。对外国人而言，与朋友和家人共度这个夜晚的确是一个融入的机会。”,462,81,250-499,50-99
wmttest2024.en-zh.xml,test-en-news_economist.14223,5,"The workers"" mood is increasingly angry. ""Appeals are circulating with fantasies of revolution,"" warned Mr Habeck. The far-right Alternative for Germany party is doing its best to fan the grievances. In Dresden the Free Saxons, another far-right group, infiltrated the farmers"" protest calling for the ""extinction of the traffic light"" (as the governing coalition of the Social Democrats, Free Democrats and Greens is referred to because of their party colours).",工人们越来越愤怒。哈贝克先生警告称：“目前正在流传着革命幻想的呼吁。”极右翼政党德国选择党正在竭力煽动不满情绪。在德累斯顿，另一个极右翼组织自由撒克逊人渗透到农民抗议活动，呼吁“熄灭交通灯”（社民党、绿党、自民党的执政联盟因其党派代表色而被称为“交通灯联盟”）。,462,70,250-499,50-99
newstest2020.en-zh.xml,cnn.385761,14,"A 2015 study by the World Health Organization's International Agency for Research on Cancer found that glyphosate was ""probably carcinogenic to humans,"" based on ""limited"" evidence of cancer in humans and ""sufficient"" evidence of cancer in experimental animals. However, a joint panel of the WHO and the United Nations Food and Agriculture Organization later concluded that glyphosate is unlikely to pose a carcinogenic risk to humans from exposure through diet.",世界卫生组织国际癌症研究机构 2015 年的一项研究发现，基于“有限”人类致癌证据和“充分”动物致癌实验证据，草甘膦“可能对人类致癌” 。但是，由世卫组织和联合国粮农组织组成的一个联合小组随后认定，草甘膦通过饮食令人致癌的风险较小。,462,70,250-499,50-99
newstest2018.en-zh.xml,001_c_129358246,2,"The enterprise officially established its plant in Qingyuan Overseas Chinese Hi-Tech Industrial Base, mainly to produce lithium cathode material. Trial production is expected to commence next May. When operating at designed capacity, output value could exceed RMB3 billion, and it could help bring up- and downstream enterprises along the industry chain into Qingyuan Overseas Chinese Hi-Tech Industrial Base, thus accelerating the growth of the Industrial Base.",该企业正式进驻清华园高科技产业基地，项目选址于清华园高科技产业基地内，主要从事锂离子电池正极材料的生产，预计明年5月进入试产阶段，全面达产后产值超30亿元，并能带动企业上下产业链集聚清华园高科技产业基地，加快产业基地的发展。,462,66,250-499,50-99
newstest2018.en-zh.xml,alibaba_web_data_20180124,57,"In addition, the Lijia Waterfront Business District will also integrate ecology into architecture. Based on a transit-oriented development (TOD) concept, it integrates shopping, household services and amenities, dining, entertainment, education and sports, providing shoppers the ultimate shopping experience while affording them the luxury of enjoying Chongqing’s unique “waterfront culture”, a perfect blend of shopping, and water entertainment and recreation.",不仅如此，礼嘉滨水商圈还将生态融入建筑、以TOD公共交通为导向，集时尚购物、生活服务、餐饮、娱乐、教育、运动于一体，在带给消费者极致购物体验的同时还引领他们享受重庆独特的“滨水文化”，将购物与水上娱乐、休闲完美融为一体。,462,59,250-499,50-99
wmttest2024.en-zh.xml,test-en-speech_--Dq6kFSRDE_004,1,"Cheers, y'all. Now check it out. I really didn't even eat enough to be wiping my mouth, but I can tell you this, my mouth is salivating. You know what I mean? So look, this is what I'm trying to do. You guys let me know down in the comment section below, what would you do? What type of veggie would you serve this with? And don't forget, this is a budget friendly meal, alright. So let me just go ahead and pour myself a glass of this great coupgate. Yes, sir.",干杯吧，大家一起。现在我们来看看。我吃得还不够擦嘴的，但我可以告诉你，我已经在流口水了。懂我的意思吧？看，这就是我接下来要做的。请在下面的评论区告诉我，你会怎么做？你会配什么蔬菜？别忘了，这顿饭会比较实惠对吧？让我来给自己倒一杯这种“酷爱”牌葡萄饮料。好的，遵命。,461,92,250-499,50-99
wmttest2024.en-zh.xml,test-en-news_rt.com.54499,4,"According to the office of the commissioner for the protection of the state language, 3,692 language law violations were reported in 2023. Kiev, Kharkov, and Odessa remain ""leaders in terms of the number of complaints of violations. Therefore, strict controls over the observance of the language rights of citizens in all spheres of public life should be among the priorities of community leaders this year,"" Taras Kremen, the country's Language Ombudsman said.",乌克兰国家语言保护专员办公室的数据显示，2023年共报告了3692起违反语言法的案件。乌克兰语言监察专员塔拉斯·克雷门表示，基辅、哈尔科夫和敖德萨仍然“在违规投诉数量方面处于领先地位，因此，在公共生活的各个领域，严格控制公民语言权利的遵守情况应成为社区领导人今年的优先事项之一。”,461,72,250-499,50-99
wmttest2024.en-zh.xml,test-en-news_pa.52742,9,"The much-anticipated approval has been hailed as a watershed event for digital currencies that proponents say will broaden access to investing in bitcoin and possibly lead to broader acceptance of cryptocurrencies as legitimate financial assets. The price of bitcoin has exploded higher in recent months, rising from around $25,000 in September to more than $45,000, in part because many bitcoin investors believe the ETFs will create more demand for the asset.",这一备受期待的批准被誉为数字货币的分水岭事件，支持者表示，这将扩大投资比特币的渠道，并可能促使更多的人接受加密货币为合法的金融资产。近几个月来，比特币价格飙升，从九月的约2.5万美元上涨至逾4.5万美元，部分原因在于许多比特币投资者认为，ETF将为此类资产创造更多需求。,461,71,250-499,50-99
newstest2018.en-zh.xml,038_doc-ifxizwti6911753,5,"Although pressures from slower economic growth have emerged, China’s Ministry of Environmental Protection had already made its position clear; China should correctly and appropriately position environmental protection in economic growth, and increase “green determination”. The more economic growth decelerates, the more it should hold fast to environmental protection, and ensure that environmental protection plays a positive role in optimizing the economy.",虽然经济下行压力显现，但中国环保部此前已明确表态，中国应正确处理好环境保护在经济发展中的定位，增强“绿色定力”，越是经济增速下行，越不能放松环保，发挥好环境保护对经济的优化作用。,459,61,250-499,50-99
newstest2020.en-zh.xml,independent.281332,15,"The spokesperson said: ""It is now possible - if the political will is there - that parties could come together to ensure that the letter to secure an extension is not left in the hands of Boris Johnson and his cronies, who are determined to find a way to get around the Benn Act, but is instead sent by a temporary caretaker prime minister, who would be in office only as long as is necessary to send the letter, with an election held immediately afterwards.",发言人说道：“如果有政治意愿，各政党现在有可能团结一心，以确保保证延期的信函不会落到鲍里斯·约翰逊及其亲信的手中，后者已下定决心找出避开《班恩法案》的解决办法，但由临时代理首相发出，临时代理首相将仅在送信的必要时间内任职，之后立即举行大选。,458,85,250-499,50-99
newstest2018.en-zh.xml,010_010743,24,"Li Guanjie pointed out that scenic travel routes are not merely a road. Rather, traffic and tourism elements should be integrated into it. However, building roads and tourism are the responsibility of two separate department. The increase in tourism element by transport departments are still stuck at the level of building rest rooms, information centers, publicity bulletin boards and other such facilities. Their degree of bonding with the tourism is low.",李冠杰指出，旅游风景道不只是一条路而已，而是需要将交通跟旅游的元素都融合在里面，但是修公路和做旅游本身是两个部门来负责，交通部门增加旅游元素，也还停留在建设厕所、咨询中心、宣传栏等设施，与旅游的结合度还不高。,458,71,250-499,50-99
wmttest2024.en-zh.xml,test-en-social_112121157211696272,1,"Running a business as a self-employed introverted creative and having a big heart for privacy shouldn't feel like a twist, but sometimes it is. The majority of online resources and coaches tell you to work with big (and evil) tech using extrovert techniques. Advertise here, follow the algorithm, share your personality. Get a blue tick on that service, be available 24/7, answer inquiries with a video of yourself, respond immediately. Video, video, video.",我自主创业，目前经营一家企业，性格内向，有创造力，同时注重隐私，这本不应该让人感觉曲折，但有时确实如此。大多数在线资源和导师都会告诉你，要使用外向型技术人才与大型（邪恶）技术打交道。在这里做广告，要遵循算法，分享个性。勾选该服务，全天候可用，用自己的视频回答询问，并立即做出回应。视频，视频，视频。,457,73,250-499,50-99
wmttest2024.en-zh.xml,test-en-literary_forever_snow_chunk_1_words_993,27,"“I’m coming in.” Ivory said, slowly opening the door. The sight they saw in the room was unusual , by normal people’s standards , but not unexpected. Papers were everywhere. Books were scattered about, the desk was broken, and there were multiple ice sculptures scattered about. There were no windows and little to no light. It was also colder than the rest of the palace (which was saying a lot). The room looked like a snowstorm blew it all out of place.",“我进来了。” 艾弗里说着，慢慢地打开了房门。以正常人的标准来看，他们在房间里看到的景象很不寻常，但并不出人意料。房间里到处都是纸片。书本散落一地，书桌破败不堪，还有很多冰雕。房间没有窗户，几乎看不到光线。这里也比宫殿的其他地方更冷（这已经说明了很多问题）。房间看起来就像刚刚经历了一场暴风雪，一切都乱糟糟的。,456,82,250-499,50-99
newstest2020.en-zh.xml,novinite.com.35573,3,"The base has already become a center of increased NATO activity in the Black Sea, which has become a key area of tension between Russia and the West. After Moscow annexed Crimea from Ukraine in 2014, the Kremlin began to increase its naval presence in the Black Sea, using the deep-sea base in Sevastopol to carry out naval missions in Syria. Russia is also hampering shipping in the region and last year captured three Ukrainian ships in the Kerch Strait.",该基地已成为北约在黑海增加活动的中心，而黑海已成为俄罗斯与西方之间紧张局势的关键地区。在 2014 年莫斯科从乌克兰吞并克里米亚之后，克里姆林宫开始利用在塞瓦斯托波尔的深海基地在叙利亚执行海军任务，来增加在黑海的海军势力。俄罗斯还阻碍了该地区的运输，去年在刻赤海峡捕获了三艘乌克兰船只。,456,80,250-499,50-99
wmttest2024.en-zh.xml,test-en-speech_LEFq4Nu-FhE_000,1,"The Islamic Movement in Nigeria has described the freedom granted its leader Elzakzaki and his wife, as victory over persecution by President Mohammad Buhari and Governor Nacional Erofei of Kaduna State. The group also says the ruling has been indicated its leaders and members of the group. Hope you enjoyed the news. Please do subscribe to our YouTube channel and don't forget to hit the notification button so you get notified about fresh news updates.",尼日利亚伊斯兰运动组织称，领导人扎克扎奇及其妻子重获自由，标志着战胜了总统穆罕默杜·布哈里和卡杜纳州州长纳西鲁·鲁法伊的迫害。该组织还表示，此项裁决证明，其领导人和组织成员都是清白无辜的。 好了。希望你们喜欢这个消息。请订阅我们的YouTube频道，别忘了点击通知按钮，获取有关最新新闻消息的通知。,455,75,250-499,50-99
newstest2018.en-zh.xml,003_8425642,20,"Leading cadres at all levels should take the lead in implementing the Codes and Rules, hold the “steering wheel” in exercising power and fasten the “safety belt” for ensuring integrity. In addition, they should also make efforts to eliminate vice and exalt virtue, strengthen resistance against corruption and eliminate evil factors, perform their duties in creating an honest and upright political ecology and make their contributions during the process.",各级领导干部要带头执行《准则》、《条例》，把好用权“方向盘”，系好廉洁“安全带”，激浊扬清，扶正祛邪，自觉为营造风清气正的政治生态履职尽责、作出贡献。,455,69,250-499,50-99
wmttest2024.en-zh.xml,test-en-speech_5Ohwuu0GuMA_000,1,"South Wales Four Piece. The Now are proud to release their debut album Too Hot To Handle via True Music, and Callum joins me now. How are you doing, Callum? How's it going? Yeah, all good. Good yourself. Yes, I'm very good. Thank you. It's a privilege to speak to yourselves because I've been listening to your music quite a lot and since 2023. So I'm just loving the music, and I think it's something that would definitely need in the charts these days.",南威尔士四人乐队The Now很荣幸通过True Music发行他们的首张专辑《烫手山芋》（Too Hot to Handle），今天来到节目现场的是卡勒姆。你好吗，卡勒姆？ 最近怎么样？好，都很好。太好了。你自己呢？ 好，我也很好。谢谢。我从2023年以来一直在听你们的音乐，能和您本人对话是我的荣幸。我是单纯喜欢这首歌，我认为现在的排行榜上确实需要这样的歌曲。,454,84,250-499,50-99
newstest2020.en-zh.xml,seattle_times.7059,11,"Trump is singing from a similar songbook. His administration's Muslim-majority travel ban echoes the Islamophobia that often informs Modi's policymaking. Its callousness toward refugees mirrors the Indian government's disdain for the Rohingya population's suffering, and its detention camps parallel the ones the Modi regime is setting up. Trump's stirring of racial animosity is analogous to troublesome rhetoric from a number of Modi's cabinet members.",特朗普实施的政策也如出一辙。特朗姆政府对穆斯林占多数的国家实施的旅行禁令正是对伊斯兰恐惧症的响应，而这也正是莫迪制定政策常考虑的因素。其对难民的冷酷无情也是印度政府对罗兴亚人所遭受的苦难嗤之以鼻的写照，而美国的拘留营与莫迪政权建立的拘留营也大同小异。特朗普煽动种族仇恨的行为与莫迪内阁一些成员作出的令人头疼的说辞别无二致。,454,64,250-499,50-99
newstest2018.en-zh.xml,006_20180117a10be6,20,"Wallstreetcn has published an article summarizing the news related to regulation measures against Bitcoin across the world since last week, including: China starts to crackdown on online platforms and mobile APPs of over-the-counter exchanges; South Korea is still considering to close the digital currency exchanges; the European Union holds the view that Bitcoin has not yet been widely accepted and warns investors of the risk of “losing everything”.",华尔街见闻曾撰文详细总结了上周以来针对比特币的国际监管新闻，包括中国开始打击场外类交易所的集中服务在线平台和移动App、韩国仍在考虑关闭数字货币交易所、欧盟认为比特币还没有被广泛接受并警告投资者“赔到血本无归”的风险等。,453,68,250-499,50-99
newstest2020.en-zh.xml,sciencedaily.com.75572,7,"Two researchers who study the structures of viruses, Antoni Luque, a theoretical biophysicist at San Diego State University and a member of its Viral Information Institute, and Reidun Twarock, a mathematical biologist from the University of York, UK, and a member of York's Cross-disciplinary Centre for Systems Analysis, show that many viruses have essentially been misclassified for 60 years, including common viruses such as Herpes simplex and Zika.",病毒信息研究所的两位研究人员针对病毒结构进行了专门的研究，一位是圣地亚哥州立大学的理论生物物理学家安东尼·卢克，另一位是英国约克大学的数学生物学家 雷顿·迪瓦洛克，得出结论：许多病毒在 60 年来基本上已经被错误分类，包括常见的病毒，例如单纯疱疹病毒和寨卡病毒。,452,68,250-499,50-99
wmttest2024.en-zh.xml,test-en-literary_fight_above_the_trees_chunk_1_words_996,16,"The mighty Thraki suddenly froze. Nyssi and Kayel also froze, their attention drawn to a gap in the clearing. Something large and black was staring at them, hissing. Whatever it was, it spread open two colossal pairs of wings and charged forward, aiming at Thassalin, not caring that it had to go through the three smaller beings. Kayel and Tenuk only just managed to get to cover, but Nyssi found herself dragged along and almost thrown at Thassalin.",强大的斯拉克人突然呆住了。尼西和卡耶尔也呆住了，他们注意到空地那边有一个缺口。一个又大又黑的东西正盯着他们，发出嘶嘶声。它突然张开两对巨大的翅膀，向前冲去，直奔萨萨林而来，似乎并不在意前面这三个小家伙。卡耶尔和特努克急忙寻找掩护，但尼西发现自己被拖着，几乎是扔向塔萨林。,451,78,250-499,50-99
newstest2018.en-zh.xml,036_view-183004,3,"According to the latest published prospectus of Shangpin Home Collection, the company, incorporated in 2004, is registered in Guangzhou, and is primarily engaged in the manufacture and sale of personalized and customized panel furniture for an entire home. It also provides design software, designs and research and development of a full range of informatization solutions, as well as technical services to enterprises in the home furnishing industry.",根据尚品宅配最新公布的招股书，该公司成立于2004年，注册地为广州市，主要从事全屋板式家具个性化定制生产、销售及配套家居产品的销售，并向家居行业企业提供设计软件及信息化整体解决方案的设计、研发和技术服务。,451,67,250-499,50-99
wmttest2024.en-zh.xml,test-en-news_seattle_times.799809,7,"An independent jail oversight office can monitor conditions in jails, meet with staff and incarcerated people, report on conditions that they have witnessed firsthand, and even communicate concerns before people are hurt. A jail oversight office can also collect and report data, helping administrators, policymakers, and the public understand our jail system and advocate for data-driven solutions to jail deaths and other problems relating to jails.",独立的监狱监督办公室可以监督监狱的条件，与工作人员和收监者会面，报告他们亲眼目睹的条件，甚至在伤害事件发生之前传达关切。监狱监督办公室还可以收集和报告数据，帮助管理者、决策者和公众了解监狱系统，并倡导数据驱动的解决方案，解决监狱死亡率以及其他与监狱有关的问题。,451,66,250-499,50-99
newstest2018.en-zh.xml,004_20180118a00o3b,18,"A quick review of the real estate market in the world leads to the conclusion that China’s real estate market hasn't experience major crisis except for the localized crisis in Hainan Province as we mentioned before. This is because commercialization of property is a relatively recent phenomenon in China. However, it's alarming to note that the real estate crisis in the United States triggered a global financial tsunami in 2008, just a decade ago.",我们纵观全世界的房地产市场，中国的房地产市场由于起步较晚，除了我们之前说的海南之外，尚未出现过大的房地产危机，但是就在十年前的2008年全世界金融海啸的起源就是美国的房地产危机。,450,74,250-499,50-99
newstest2020.en-zh.xml,seattle_times.7111,8,"Under cross-examination Biggs said the study did not follow the mental health outcomes of women in states with waiting periods who changed their minds about having an abortion, although there were only three women like that identified in the study. She rebutted testimony from earlier in the week by Priscilla Coleman, a psychology professor at Bowling Green State University in Ohio, who said that abortion is associated with mental health problems.",在交叉询问过程中，比格斯指出，该研究没有追踪在等待期后改变了想法的女性的心理健康结果，尽管研究中只发现了三名这样的女性。她反驳了本周早些时候俄亥俄州博林格林州立大学心理学教授普里西拉·科尔曼的证词，后者称堕胎与心理健康问题有关。,450,71,250-499,50-99
newsdev2017.en-zh.xml,telegraph.294659,4,"The letter continued: ""I need to advise you that the granting of your season ticket will be 'conditioned' and subject to you signing an 'Agreed Behavioural Contract' (ABC) which will request that you refrain from posting derogatory or inflammatory comments regarding the Club or people representing the club in the future on any social media websites, or carrying out any other form of behaviour that could be deemed to be on an anti-social nature.""",该信件接着写道：“我需要提醒你的是，对你授予赛季门票将是‘有条件’的，你必须签署一份‘约定行为合约’，该合约要求你未来保持克制，不得在任何社交媒体网站上张贴针对本俱乐部或俱乐部代表人员的贬低性言辞或煽动性言论，也不得做出其他任何形式的可能被视为具有反社会性质的举动。”,449,74,250-499,50-99
newstest2020.en-zh.xml,cnbc.com.33953,4,"The company's introduction of a virtual, voice activated assistant mirrors efforts by other manufacturers in the sector. Some BMW cars, for instance, are now equipped with an ""intelligent personal assistant"" which can be activated by using a button, a personal activation word or the phrase ""Hello, BMW."" Verbal commands can be used to, among other things, activate seat heating, get information on tire pressure, and adjust the in-car temperature.",该公司推出的虚拟语音助理也反映出汽车行业其他制造商所付出的努力。例如，有些宝马汽车如今配备了“智能个人助理”，可以使用按钮、呼叫语或“你好，宝马”短语来启动。 驾驶员可以使用语音指令启动座椅加热功能、获取轮胎压力信息以及调节车内温度等。,448,69,250-499,50-99
newstest2018.en-zh.xml,030_8011s4966461,1,"CRI Online (Liu Pai): The Economic & Commercial Section of the Embassy of the Republic of Italy in China held a Sino-Italian Cooperation Program for Environmental Protection on the 18th. Participants from corporations and scientific research institutions of the two countries had an extensive exchange of views in respect of cooperation between the two countries as regards renewable resources under a new state of affairs, and reached a consensus.",国际在线消息（记者刘湃）：18日，意大利驻华使馆经济商务处举办中国－意大利环保洽谈会，来自两国企业和科研机构人士就新形势下两国在可再生资源领域的合作广泛交换意见，达成积极共识。,448,69,250-499,50-99
newstest2018.en-zh.xml,030_8011s4966461,3,"The Italian representatives said that Italy has a myriad of environmental protection technologies and solutions in the renewable resources sector, and proposed to carry out pilot programs with the Chinese in three areas, namely, industrial waste treatment, waste oil treatment, and waste incineration and disposal. It also looked forward to promoting its environmental protection partnership experience with China in other regions around the world.",意方代表表示，意大利在可再生资源领域拥有多样性的环保技术和解决方案，提议在工业垃圾处理、废油处理和垃圾焚烧处理设备三方面与中方开展试点项目，同时期待将与中国的环保合作经验推广到全球其他地区。,448,64,250-499,50-99
newstest2018.en-zh.xml,009_011581,6,"Walking through the Anchang Ancient Town in Shaoxing, you can see hoop buckets, bamboo knitting, ironmaking, shoes stitching, lace making, cotton spinning and other traditional handicraft techniques almost everywhere, which fully represent the intangible cultural heritage of the Anchang Ancient Town. Tourists all over the world are enchanted to experience the folk customs and feel the atmosphere of Shaoxing's historical and cultural experience.",”漫步绍兴安昌古镇，随处可见箍桶、竹编、打铁、纳鞋、挑花边、纺棉花等传统手工技艺，充分展现了安昌古镇的非物质文化遗产，四方游客陶醉在观赏体验绍兴民俗风情、领略绍兴历史文化积淀的氛围中。,448,63,250-499,50-99
wmttest2024.en-zh.xml,test-en-news_euronews-en.43091,6,"The 18 December ministerial summit yielded a carve out for winemakers from the requirement that, by the end of the decade, 10% of products must be supplied in reusable containers within a system for reuse or refill, rising to 40% in 2040. The exemption would also apply to the requirement, likewise supported by the European Parliament, that wine should be exempt from deposit-return schemes that should be put in place by 2029 under the proposal.",12月18日召开部长级峰会，即酒类酿造商到2030年，必须确保10%的产品使用可重复使用的包装，到2040年，这一比例将提高到40%，但葡萄酒酿造商除外。欧洲议会支持的一项提案规定，酒类酿造商应在2029年之前实施押金返还计划，但葡萄酒酿造商同样免于适用这一要求。,447,75,250-499,50-99
newsdev2017.en-zh.xml,ifeng0812.news.49768328_0,2,"During the event, registrars from registration authorities of four levels of administrations for industry and commerce, including the Administration for Industry and Commerce of Hainan Province, the Administration for Industry and Commerce of Haikou City and those of four districts and some townships of Haikou, collectively handled the registration and clear the procedures on the site to ensure efficient service and investment project landing.",此次活动由海南省工商局、海口市工商局、海口市四个区分局和工商所四级登记机关注册官现场集中办理登记，当场办结业务，确保高效服务投资项目落地。,447,64,250-499,50-99
wmttest2024.en-zh.xml,test-en-speech_JbE_J9AlrSw_000,1,"On Mars, which is a planet half the size of the Earth, there was a lot of water on Mars a long time ago. To do that, there's a volcano on Mars, 81,000 feet tall, almost three times taller than Everest. So what's happened over the great span of time is more than really my imagination can grasp. So knowing how first water, first life, 3.7 billion years, we'll just say life. So, you know, pretty, pretty early in the early evolution of the earth.",火星是一颗只有地球一半大小的行星。很久以前火星上有很多水。做那种……火星上有一座火山，高81000英尺——几乎是珠穆朗玛峰的三倍。所以说，漫长时间里发生的事情真不是我的想象力所能理解的。总之，先是有了水。有了生命：37亿年前，我们说只有生命。所以，你知道的，在很早很早的时候，你知道，早期的进化,446,85,250-499,50-99
wmttest2024.en-zh.xml,test-en-literary_the_other_side_stormfall_chunk_2_words_956,3,"The company dispersed, joining together in their squads and their sergeants had them mount up on one of the tanks. Cohren pulled himself onto one of the tanks farther up on the convoy, joining Nemic, Craith, and two new recruits. Cohren remembered them arriving a few days ago, but didn’t know much about them. Sitting on the side, dangling his legs on the side, he adjusted his pack and radio set, which connected to his earpiece and throat mic.",连队分散开来，以班为单位集合，中士让他们登上其中一辆坦克。科伦爬上其中一辆坦克，与奈米克、克雷斯和两名新兵会合。科伦记得他们几天前就到了，但对他们了解不多。他坐在一旁，双腿悬空，开始检查背包以及与耳机和麦克风相连的无线电设备。,446,79,250-499,50-99
newstest2018.en-zh.xml,alibaba_web_data_20180124,139,"In Aliababa CEO Daniel Zhang’s words, “Use the thinking behind and technology of the Internet to thoroughly reform and upgrade the approximately 30 trillion retailers in society at this time, so that the increasingly demanding retail requirements of Chinese consumers may be effectively met. This will make the entire goods production, circulation and services process more efficient with the extensive application of the Internet and big data.”",用阿里巴巴CEO张勇的话说，“利用互联网的思想和技术去全面改革和升级现有的约30万亿社会零售商总量，使得中国消费者日益升级的消费需求可以得到有效的满足，使得整个商品生产、流通、服务的过程因为互联网、大数据的广泛运用变得更加高效。”,445,67,250-499,50-99
newstest2020.en-zh.xml,cnn.385556,14,"""The caucus is unified around the lawlessness and corruption pouring forth from the White House, and our job will be to reduce it to a set of articles of impeachment that make sense to the country,"" the Maryland Democrat told reporters on Thursday night. ""We need a set of articles that make a compelling legal case and that tell a coherent story to the public. And if we do our job right, it will be a unifying exercise for the whole country.""",这名马里兰民主党人士星期四晚对记者说道：“对于白宫涌现的违法行为和腐败问题，党内始终保持一致，我们的工作是通过一系列对国家有意义的弹劾条款减少此类行为和问题。”“我们需要一系列条款来确保法律案件令人信服，并向公众讲述一个连贯的故事。如果我们正确地开展工作，那么，这将是整个国家的统一行动。”,444,82,250-499,50-99
newstest2020.en-zh.xml,gateway-zh.135,3,"Now, in 2019, there is a hearing to determine whether or not he should be allowed more freedoms, such as unsupervised outings. The decision won't come for a few more weeks, so in the meantime we're left to wonder whether or not this is a good idea. There are two sides to this: one citing his violent behaviour in the past, calling to prevent it from happening again, and the other side which believes in the power of change and rehabilitation.",现在，2019 年，一个听证会将决定是否应该允许他有更多的自由，比如无监督的外出。决定将在下几个星期作出，所以，在此期间我们要考虑这是否这是个好主意。对此事有不同观点：一方认为鉴于他过去的暴力行为，呼吁应防止再次发生，而另一方则相信改变和康复的力量。,444,81,250-499,50-99
wmttest2024.en-zh.xml,test-en-social_111977447547284544,1,"I’ve only ever had one surgery where I needed general anesthesia. It was a “minor” neurosurgery giving my brain more room from a condition I was born with that became symptomatic after having kids (chiari malformation). The moment I woke up has stuck with me, so I relive it a bit when I watch medical shows particularly with a neurosurgeon 😂. Hospital playlist has been on my list for a long time, and I’m really enjoying it right now. #kdrama",我只做过一次需要全身麻醉的手术。这是一次“小”的神经外科手术，目的是让大脑有更多的空间，因为我先天患有小脑扁桃体下疝畸形（Chiari），生完孩子后症状开始显现。醒来那一刻，我始终记忆犹新，所以在观看医疗节目，尤其是神经外科医生的节目时，就会重温旧梦😂。《机智医生生活》早就加入了播放列表，我现在真的很喜欢看。 #kdrama,444,80,250-499,50-99
wmttest2024.en-zh.xml,test-en-news_newsweek.63908,4,"However, with that deadline just 9 days away, Senate Republican Leader Mitch McConnell has said Congress will need to pass a CR to keep things open, meaning the speaker may soon break a promise he made, largely to appease his right flank. Such a maneuver could ignite a heated ideological battle in a closely divided House over the GOP's role in spending cuts that may see the government face a partial shutdown or Johnson removed from his job.",但在距离截止期限只有九天之际，参议院共和党领袖米奇·麦康奈尔表示，国会需要通过一项持续决议案，来维持政府继续运作，这意味着众议院议长为了安抚右翼阵营，可能很快就会违背他做出的承诺。此策略可能会在原本分歧严重的众议院引发一场激烈的意识形态之争，争论的焦点是共和党在削减开支方面所扮演的角色，这可能会导致政府面临部分关门或约翰逊被免职。,444,78,250-499,50-99
wmttest2024.en-zh.xml,test-en-news_scotsman.87458,5,"With the Cost of Living Act legislation ending on 31 March 2024, a new consultation document seeks to extend controls on the level of rent increases that can be levied in the coming year. The consultation ends this Monday and proposes rents be set by the lowest of three comparators: open market rent; a landlord's proposed new rent; and a ""reasonable"" increase devised from a new taper system using comparison with a percentage of market rent.",随着《生活成本法案》于2024年3月31日到期，一份新的咨询文件试图进一步控制未来一年的租金上涨幅度。意见征询将于本周一结束，建议租金由三个比较指标中的最低者确定：公开市场租金；房东提议的新租金；通过与市场租金的百分比进行比较，根据新的递减制度设计出“合理”的增幅。,444,76,250-499,50-99
newstest2021.en-zh.xml,nytimes.268754,12,"Portland, meanwhile, has continued protesting, with some of the heaviest protests around federal buildings in the city. After President Trump issued an executive order to protect statues and federal property, the Department of Homeland Security deployed tactical teams to the city, beginning a series of clashes that have resulted in injured protesters, inspector general investigations and calls from local leaders for federal agents to leave.",同时，波特兰市的抗议活动仍在继续，其中部分围绕该市的联邦建筑展开。特朗普总统发布保护雕像和联邦财产的行政命令后，国土安全部向该市派遣并部署战术小组，冲突随之升级，导致数名抗议者受伤，督察长为此开展调查工作，并要求地方领导人呼吁联邦特工采取行动。,444,65,250-499,50-99
