cefr_a,cefr_b,level_distance,level_dist_weight,threshold_used,needs_screening,source_a,source_b,text_a,text_b,similarity,score,avg_word_len_delta,ttr_delta,num_words_delta
B1,B2,1,1.0,0.75,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,Two major special operations were planned for the attack .,Two major special operations were planned for the offensive .,0.8629,0.8629,0.333,0.0,0.0
B2,C1,1,1.0,0.75,similar_complexity,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,There are different hypotheses about when and where PIE was spoken .,"Scholars have proposed multiple hypotheses about when , where , and by whom PIE was spoken .",0.8629,0.8629,0.123,0.0,3.0
B2,C1,1,1.0,0.75,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,Extraterrestrial skies seem to vary because of a number of reasons .,Characteristics of extraterrestrial skies appear to vary substantially due to a number of factors .,0.8626,0.8626,0.909,0.052,3.0
B1,B2,1,1.0,0.75,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,All the islands are low and flat .,"All the islands are low and flat , with ridges that usually rise no more than 15 to .",0.8626,0.8626,0.223,0.0,9.0
B1,B2,1,1.0,0.75,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,"In the 18th and 19th centuries , French literature and poetry reached its best .",French literature and poetry flourished even more in the 18th and 19th centuries .,0.8625,0.8625,0.364,0.0,0.0
B2,C1,1,1.0,0.75,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,"When someone dies , they are sent to one of many bars run by bartenders .","Whenever someone dies , they are sent to a one of many mysterious bars run by bartenders serving as arbiters inside a tower in the afterlife .",0.8624,0.8624,0.56,0.04,11.0
B2,C1,1,1.0,0.75,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,Traditional gene names and abbreviations are often not specific for a single gene .,Especially gene abbreviations / symbols but also full gene names are often not specific for a single gene .,0.8621,0.8621,0.19,0.041,4.0
A1,B1,2,1.2,0.6,similar_complexity,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,"He died on 6 January 2015 , aged 82 .",He died 23 December 2018 in Mumbai at the age of 86 after a brief illness .,0.7183,0.862,0.046,0.0,8.0
B1,B2,1,1.0,0.75,similar_complexity,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,"In 2005 , the municipality had a total population of 15,935 .","In 2005 , the municipality had a total population of 7,233 .",0.8619,0.8619,0.0,0.0,0.0
B2,C1,1,1.0,0.75,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,Inflammation is one of the first responses of the immune system to infection or irritation .,Inflammation is one of the first responses of the immune system to pathogens or foreign substances that get past the anatomical barriers .,0.8619,0.8619,0.161,0.003,7.0
B2,C1,1,1.0,0.75,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,"A factoring system was made come into existence for para-alpine skiing for three general groups : being seated , standing and not seeing .","A factoring system was created for para-alpine skiing to allow the grouping of classifications into three general groups : sitting , standing and visually impaired .",0.8618,0.8618,0.621,0.045,2.0
A2,B1,1,1.0,0.75,similar_complexity,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,He died 23 December 2018 at the age of 86 after a brief illness .,He died 23 December 2018 in Mumbai at the age of 86 after a brief illness .,0.8618,0.8618,0.028,0.0,2.0
A1,B1,2,1.2,0.6,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,He died on 12 May 2019 at the age of 80 .,He died 23 December 2018 in Mumbai at the age of 86 after a brief illness .,0.7178,0.8614,1.221,0.0,5.0
A1,A2,1,1.0,0.6,ok,UniversalCEFR/readme_en,UniversalCEFR/readme_en,Set an alarm for 6am tomorrow,Set an alarm for tomorrow at 2am,0.861,0.861,0.367,0.0,1.0
B1,B2,1,1.0,0.75,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,"Today , the local economy is mostly shopping and handcraft , with the largest employer being a clothing maker .","Today , the local economy is largely commercial and manufacturing , with the largest employer being a clothing manufacturer .",0.8608,0.8608,0.824,0.0,0.0
B1,B2,1,1.0,0.75,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,After World War II many of the poorer Germans had to go and live in Germany .,After World War II many of the poorer Germans were displaced to Germany .,0.8607,0.8607,0.788,0.0,3.0
A2,B1,1,1.0,0.75,similar_complexity,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,"Usually , the female builds the nest , and the male helps her .","In most species , the female does most or all of the nest construction , though the male often helps .",0.8605,0.8605,0.116,0.015,7.0
B1,B2,1,1.0,0.75,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,Caramel sauce is made from heating water and caster sugar at a low to medium temperature .,Caramel sauce is made by mixing caramelized sugar with cream .,0.8604,0.8604,0.537,0.0,6.0
A1,A2,1,1.0,0.6,ok,UniversalCEFR/readme_en,UniversalCEFR/readme_en,Set alarm for 8 pm tonight,Set an alarm for tomorrow at 2am,0.8596,0.8596,0.167,0.0,1.0
B1,B2,1,1.0,0.75,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,Cloud forests are in only a few areas above 500 metres .,Cloud forests appear only in few areas above 500 metres but they provide habitat to several endemic flora .,0.8596,0.8596,0.9,0.0,7.0
B1,B2,1,1.0,0.75,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,Endgames can be studied according to the types of pieces that remain on board .,Endgames can be classified according to the type of pieces remaining on the board .,0.8594,0.8594,0.286,0.071,0.0
B1,B2,1,1.0,0.75,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,"Mostly songs in this album are smooth , some speed .","Mostly songs in this album are smooth and midpaced , while some are faster .",0.8592,0.8592,0.171,0.077,4.0
B1,B2,1,1.0,0.75,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,"However , species vary in the details .","However , species vary significantly in the detailed functioning .",0.8589,0.8589,1.875,0.0,2.0
B2,C1,1,1.0,0.75,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,Most casualties in an explosion are caused by secondary blast injuries .,Secondary injuries are caused by fragmentation and other objects propelled by the explosion .,0.8588,0.8588,0.622,0.077,2.0
A2,B1,1,1.0,0.75,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,The movie got very bad reviews from movie critics .,The film received negative reviews from critics .,0.8587,0.8587,1.302,0.111,2.0
A1,A2,1,1.0,0.6,ok,UniversalCEFR/readme_en,UniversalCEFR/readme_en,Set an alarm for 10pm tonight,set alarm for 8:45am tomorrow,0.8586,0.8586,0.75,0.0,1.0
B2,C1,1,1.0,0.75,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,The aim of the list was to protect the belief and morals of the faithful .,"The stated aim of the list was to protect the faith and morals of the faithful by preventing the reading of theologically , culturally , or politically disruptive books .",0.8586,0.8586,1.244,0.044,12.0
C1,C2,1,1.0,0.75,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,After 1932 he withdrew from tournament play as his noted anthropophobia showed traces of schizophrenia during a mental breakdown .,"After 1932 he withdrew from tournament play , mostly because his symptoms of schizophrenia prevented normal life .",0.8586,0.8586,0.178,0.0,3.0
A1,A2,1,1.0,0.6,ok,UniversalCEFR/readme_en,UniversalCEFR/readme_en,Set an alarm for 10pm tonight,Set an alarm for tomorrow at 2am,0.8585,0.8585,0.167,0.0,1.0
B1,B2,1,1.0,0.75,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,Later reception of the album has been mostly positive .,Later reception of the album has been more uniformly positive .,0.8581,0.8581,0.2,0.0,1.0
B1,B2,1,1.0,0.75,similar_complexity,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,"As of 2010 , the municipality had a total population of 8,343 , up from 7,172 as of 2005 .","As of 2010 , the municipality had a total population of 819,543 , up from 758,791 as of 2005 .",0.8581,0.8581,0.0,0.0,0.0
B2,C1,1,1.0,0.75,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,Investigators concluded that the probable cause of the crash was believed to be an inoperable instrument landing system and ground radar .,Investigators concluded that the probable cause of the crash was believed to be an inoperable and ground .,0.8579,0.8579,0.347,0.011,4.0
B1,B2,1,1.0,0.75,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,"Upon starting the game for the first time , the player is allowed to create an avatar .","Upon starting the game , the player is invited to construct an avatar .",0.8577,0.8577,0.417,0.042,4.0
A2,B1,1,1.0,0.75,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,The province is divided into 6 districts and 12 municipalities .,The province has 8 districts and 28 municipalities .,0.8576,0.8576,0.417,0.0,2.0
B2,C1,1,1.0,0.75,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,Emission nebulae often have dark areas in them which result from clouds of dust which block the light .,Emission nebulae sometimes look like they have dark areas in them .,0.8574,0.8574,0.333,0.056,7.0
B1,B2,1,1.0,0.75,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,More than 4400 m2 of the museum 's 11200 m2 is dedicated to exhibits .,More than 4400 m2 of the museum 's 11200 m2 is dedicated to exhibits in a series of chronological galleries celebrating the 3.9 - billion - year-history of life on Earth .,0.8572,0.8572,0.66,0.12,15.0
B2,C1,1,1.0,0.75,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,Chemical literature connect structures or properties of chemicals to academic papers or patents related to them .,Chemical literature databases correlate structures or other chemical information to relevant references such as academic papers or patents .,0.8571,0.8571,0.722,0.014,2.0
A1,B2,3,1.4,0.55,low_sim_for_dist,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,Delpire died in Paris on 26 September 2017 in Paris at the age of 91 .,"Rivette died at his home in Paris , France from complications of Alzheimer 's disease on 29 January 2016 at the age of 87 .",0.6121,0.857,0.567,0.067,8.0
B1,B2,1,1.0,0.75,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,"The opera was not a success , and audiences found the story confusing .","The opera did not do well , and audiences thought that the opera did not make any sense .",0.8567,0.8567,0.608,0.152,5.0
B1,B2,1,1.0,0.75,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,A satellite terminal is a building that is not joined to other airport buildings .,"A satellite terminal is a building detached from other airport buildings , so that aircraft can park around its entire circumference .",0.8565,0.8565,0.764,0.093,6.0
B2,C1,1,1.0,0.75,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,The cells of the epidermis can vary in the way they are made and how they work .,The cells of the epidermis are structurally and functionally variable .,0.8564,0.8564,2.353,0.076,7.0
A2,B1,1,1.0,0.75,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,The movie got very bad reviews from movie critics .,It got negative reviews from the critics .,0.8559,0.8559,0.302,0.111,2.0
B1,B2,1,1.0,0.75,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,The movie received negative reviews from critics .,The movie gained negative reviews from critics and holds a 23 % rating on Rotten Tomatoes .,0.8556,0.8556,0.929,0.0,7.0
B1,B2,1,1.0,0.75,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,"Some adults travel to other countries to have access to sex with children , which is unavailable in their home country .","Certain people travel to other countries to have sex with children , which is forbidden where they live .",0.8555,0.8555,0.15,0.041,3.0
C1,C2,1,1.0,0.75,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,Jaspillite is also a sedimentary rock . in certain lead-zinc ore deposits .,"Jaspillite is also formed as exhalative chemical sediments in certain lead-zinc ore deposits , and as a hydrothermal alteration facies around submarine volcanism .",0.8554,0.8554,0.957,0.043,11.0
A1,B2,3,1.4,0.55,low_sim_for_dist,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,He died on 26 September 2017 in Paris at the age of 91 .,"On January 27 , 1993 , he died of congestive heart failure while he was sleeping in his Paris hotel room .",0.611,0.8554,1.071,0.059,7.0
B2,C1,1,1.0,0.75,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,"After New Zealand ended its provinces in 1876 , they began using a county system as in other countries .","After New Zealand abolished its provinces in 1876 , a system of counties similar to other countries ' systems was instituted , lasting until 1989 .",0.8551,0.8551,0.853,0.059,3.0
B1,B2,1,1.0,0.75,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,"By the start of the 20th century , Germany and the United States had begun to challenge Britain 's economic lead .","By the start of the 20th century , the economies of Germany and the United States had begun catching up to Britain , especially in their industrialization .",0.8545,0.8545,0.557,0.061,5.0
B1,B2,1,1.0,0.75,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,"By 1600 , rockets were being used in some parts of Europe .","By 1600 , rockets were being used in various parts of Europe against cavalry .",0.8543,0.8543,0.733,0.0,2.0
A2,B1,1,1.0,0.75,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,The island is 34 km long and 15 km wide ; it has an area of 175 km2 .,The island has an area of about 174 km .,0.8541,0.8541,0.375,0.077,5.0
B1,B2,1,1.0,0.75,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,Multiplayer can be played with up to four players .,"Up to four people can play in multiplayer mode , which has specific rules predetermined by the players .",0.8538,0.8538,0.386,0.0,8.0
A2,B1,1,1.0,0.75,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,The speech lasted 40 minutes and 14 seconds .,"The speech lasted about 40 minutes and had 4,955 words .",0.8538,0.8538,0.583,0.0,2.0
B1,B2,1,1.0,0.75,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,The film earned mainly negative reviews from critics .,The movie gained negative reviews from critics and holds a 23 % rating on Rotten Tomatoes .,0.8537,0.8537,0.554,0.0,6.0
B1,B2,1,1.0,0.75,similar_complexity,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,An elbow drop is where a wrestler jumps or falls down onto their opponent while driving their elbow into anywhere on the opponent 's body .,A forearm drop is where a wrestler jumps down onto an opponent and drives their forearm into anywhere on the opponent 's body .,0.8536,0.8536,0.045,0.01,2.0
B1,B2,1,1.0,0.75,ok,UniversalCEFR/readme_en,UniversalCEFR/readme_en,If all members of a team are 18 and older the variance between the youngest and oldest member of the team should be no more than 20 years,"Similar Age requirments for Competitive Models:   If any member of a team is between the ages of 8 -13, the variance between the youngest and oldest member of the team must  be no more than 3 years",0.8527,0.8527,0.364,0.043,8.0
A1,A2,1,1.0,0.6,very_short_text,UniversalCEFR/readme_en,UniversalCEFR/readme_en,set alarm for 7am,i need to set my alarm for tomorrow at 7 am,0.8523,0.8523,0.467,0.0,7.0
B2,C1,1,1.0,0.75,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,Political philosophy is a branch of philosophy .,"Political philosophy is a philosophical back - up to political science , which is the social science study of politics .",0.8519,0.8519,0.325,0.024,11.0
B2,C1,1,1.0,0.75,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,"For example , a sociolinguist might research how a particular variety of language would not be considered correct in a business place .","For example , a sociolinguist might determine through study of social attitudes that a particular vernacular would not be considered appropriate language use in a business or professional setting .",0.8519,0.8519,0.643,0.024,7.0
A1,A2,1,1.0,0.6,ok,UniversalCEFR/readme_en,UniversalCEFR/readme_en,Set an alarm for 6am tomorrow,set alarm for 8:45am tomorrow,0.8516,0.8516,0.55,0.0,1.0
A2,B1,1,1.0,0.75,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,He is a man whom I trust .,He is a man whom I 've trusted for many years .,0.8514,0.8514,0.519,0.0,4.0
B1,B2,1,1.0,0.75,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,Points are awarded to drivers and teams based on their finishing order .,Points are awarded to drivers and teams exclusively on where they finish in a race .,0.8511,0.8511,0.383,0.0,3.0
B1,B2,1,1.0,0.75,ok,UniversalCEFR/readme_en,UniversalCEFR/readme_en,"In general, hygiene refers to practices that prevent spread of disease-causing organisms.",Medical hygiene pertains to the hygiene practices related to the administration of medicine and medical care that prevents or minimizes the spread of disease.,0.8511,0.8511,0.186,0.25,11.0
A2,B1,1,1.0,0.75,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,The movie received mixed reviews .,Critics gave it mixed reviews .,0.8508,0.8508,0.6,0.0,0.0
B1,B2,1,1.0,0.75,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,A wrestler simply hits the opponent with a chair .,A chair shot is where a wrestler hits their opponent with a chair .,0.8507,0.8507,0.368,0.12,4.0
B1,B2,1,1.0,0.75,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,The film received generally positive reviews .,"The movie received mostly positive reviews from critics , and performances from the cast were praised .",0.8506,0.8506,0.833,0.133,9.0
B1,B2,1,1.0,0.75,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,Music and sport are the only fields that largely fall outside the station 's remit .,Music and sport are the only subjects that generally fall outside the station 's coverage .,0.8503,0.8503,0.467,0.0,0.0
B1,B2,1,1.0,0.75,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,"By the 40s AD , the political situation in Britain was apparently in some chaos .","By the 40s AD , the political situation within Britain was apparently in ferment .",0.8502,0.8502,0.558,0.071,1.0
A1,A2,1,1.0,0.6,ok,UniversalCEFR/readme_en,UniversalCEFR/readme_en,Set an alarm for 6pm today,Set an alarm for tomorrow at 2am,0.8492,0.8492,0.233,0.0,1.0
B1,B2,1,1.0,0.75,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,"As of 2005 , the municipality had a total population of 7,172 .","As of 2010 , the municipality had a total population of 8,441 , up from 7,233 as of 2005 .",0.8491,0.8491,0.598,0.12,4.0
B1,B2,1,1.0,0.75,similar_complexity,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,Spanish athletes have won a total of 132 medals .,"Spanish athletes have won a total of 154 medals , with sailing as the top medal - producing sport .",0.8488,0.8488,0.125,0.0,8.0
B2,C1,1,1.0,0.75,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,"A three - point stance clothesline is where a wrestler lines up in a three - point stance , charges at the opponent and clotheslines them .","In this attack a wrestler uses a three - point stance , then runs and clotheslines the opponent .",0.8482,0.8482,0.011,0.155,7.0
B2,C1,1,1.0,0.75,similar_complexity,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,"In Ancient Egyptian mythology , the god Chnum was said to have formed the first humans on a potter 's wheel .","In Ancient Egyptian mythology , the deity Khnum was said to have formed the first humans on a potter 's wheel .",0.8473,0.8473,0.1,0.0,0.0
B1,B2,1,1.0,0.75,similar_complexity,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,"In 2002 , it had a population of 557,000 and a population density of 99 / km2 .","In 2011 , it had a population of 470,766 and a population density of 80 / km2 .",0.8473,0.8473,0.0,0.0,0.0
A2,B1,1,1.0,0.75,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,He moved to Paris in 1802 where he spent the rest of his life .,"He moved to Paris in 1802 , where he spent the rest of his life , renting an upper floor of a house in a poor part of town .",0.8471,0.8471,0.0,0.115,13.0
B1,B2,1,1.0,0.75,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,The film received mostly negative reviews from critics .,The movie gained negative reviews from critics and holds a 23 % rating on Rotten Tomatoes .,0.847,0.847,0.804,0.0,6.0
B1,B2,1,1.0,0.75,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,"The station 's large hall was the same shape as many 19th century concert halls , that is , it is shaped like a horse shoe .","The station 's large hall was chosen because its dimensions are similar to 19th century concert halls , that is , it is shaped in the 'shoebox style ' .",0.8465,0.8465,0.607,0.007,2.0
A1,A2,1,1.0,0.6,ok,UniversalCEFR/readme_en,UniversalCEFR/readme_en,Set alarm for 7 am tomorrow,Set an alarm for tomorrow at 2am,0.846,0.846,0.367,0.0,1.0
A1,B1,2,1.2,0.6,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,He died on 12 May 2019 at the age of 80 .,"He died of pneumonia and heart failure on 7 January 2018 , aged 61 .",0.7048,0.8458,1.875,0.0,2.0
A1,B2,3,1.4,0.55,low_sim_for_dist,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,"He died on 3 May 2015 , aged 84 , after a long illness .","Since 17 March 1982 , he has been in a coma following an operation .",0.6042,0.8458,0.626,0.0,2.0
B1,B2,1,1.0,0.75,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,"The median income for a household in 2000 was $ 16,563 per year .","The median income for a household in the city as of the 2000 census was $ 62,550 , while the median income for a family was $ 67,500 .",0.8458,0.8458,0.091,0.364,12.0
B1,B2,1,1.0,0.75,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,The project 's source code is freely reusable under the MIT License .,The project 's source code is has a MIT License .,0.8458,0.8458,0.883,0.083,2.0
B2,C1,1,1.0,0.75,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,Germany is a constitutional federal democracy .,"Germany is a federal , parliamentary , representative democratic republic .",0.8458,0.8458,1.083,0.0,2.0
B1,B2,1,1.0,0.75,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,Slowpitch pitching distance is 50 feet for both male and female players .,Fastpitch pitching distance can be between 35 and 45 feet ; it all depends on the age of the players .,0.8456,0.8456,0.802,0.059,6.0
A1,A2,1,1.0,0.6,ok,UniversalCEFR/readme_en,UniversalCEFR/readme_en,Set an alarm for 2:30 pm,Set an alarm for tomorrow at 2am,0.845,0.845,0.833,0.0,1.0
B1,B2,1,1.0,0.75,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,The movie received negative review from critics .,The movie gained negative reviews from critics and holds a 23 % rating on Rotten Tomatoes .,0.8448,0.8448,0.786,0.0,7.0
B1,B2,1,1.0,0.75,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,The movie received mixed reviews from critics .,The movie gained mixed reviews from critics and holds a 50 % rating on Rotten Tomatoes .,0.8447,0.8447,0.714,0.0,7.0
B1,B2,1,1.0,0.75,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,"As of 2005 , the municipality had a total population of 70,160 .","In 2005 , the municipality had a total population of 7,233 .",0.8445,0.8445,0.306,0.111,1.0
B1,B2,1,1.0,0.75,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,"The Internet has made it easier for urban legends to spread , as people often spread them to their friends or family using e-mail .",The Internet has made it easier to both spread and debunk urban legends .,0.8444,0.8444,0.205,0.083,11.0
B2,C1,1,1.0,0.75,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,"In the United States , the term lien generally refers to a wide range of legal interests .","In the United States , the term lien generally refers to a wide range of encumbrances and would include other forms of mortgage or charge .",0.8443,0.8443,0.229,0.021,8.0
A2,B1,1,1.0,0.75,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,The movie got very bad reviews from movie critics .,The movie received negative review from critics .,0.8442,0.8442,1.302,0.111,2.0
B1,B2,1,1.0,0.75,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,Much of the range lies in national parks and other protected areas .,Much of the range lies within a succession of national parks and other reserves .,0.8441,0.8441,0.131,0.071,2.0
A1,A2,1,1.0,0.6,ok,UniversalCEFR/readme_en,UniversalCEFR/readme_en,Cancel my alarm(s) for Saturday,cancel all alarms this week while I'm on vacation,0.844,0.844,0.389,0.0,3.0
B1,B2,1,1.0,0.75,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,"The National Parks Act of 1980 was written to record what national parks are for , and how they would be chosen and looked after .","The National Parks Act of 1980 was established in order to codify the purpose , governance and selection of national parks .",0.8438,0.8438,0.801,0.08,4.0
A1,B2,3,1.4,0.55,low_sim_for_dist,UniversalCEFR/readme_en,UniversalCEFR/readme_en,"And the little prince went away, puzzled.","The little prince also pulled up, with a certain sense of dejection, the last little shoots of the baobabs.",0.6026,0.8437,0.188,0.211,12.0
B2,C1,1,1.0,0.75,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,"Zero-fare public transport services are funded in full by means other than collecting a fare from passengers , normally through heavy subsidy or commercial sponsorship by businesses .","Zero-fare services may be funded by national , regional or local government through taxation or by commercial sponsorship by businesses .",0.8435,0.8435,0.033,0.076,7.0
B2,C1,1,1.0,0.75,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,Alekhine was known for his attacking style : he was good at turning an initiative into a win .,"Alekhine is known for his fierce and imaginative attacking style , combined with great positional and endgame skill .",0.8435,0.8435,1.353,0.0,0.0
A1,B2,3,1.4,0.55,low_sim_for_dist,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,"He died on 3 May 2015 , aged 84 , after a long illness .","Since 17 March 1982 , he has been in a coma following a knee operation .",0.6024,0.8434,0.528,0.083,3.0
B2,C1,1,1.0,0.75,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,"It looked like a small , dog-sized saber - toothed cat .","Both species bore a passing or superficial resemblance to a very small , dog-sized saber - toothed cat .",0.8429,0.8429,0.724,0.059,7.0
B2,C1,1,1.0,0.75,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,Strep throat usually lasts a few days without treatment .,"The symptoms of strep throat usually improve within three to five days , irrespective of treatment .",0.8425,0.8425,0.244,0.067,6.0
A1,B1,2,1.2,0.6,similar_complexity,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,Foxes often live in forests .,Foxes and human beings lived close together in ancient Japan ; this is why there are legends about them .,0.702,0.8424,0.067,0.0,13.0
A1,B2,3,1.4,0.55,low_sim_for_dist,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,He died on 26 September 2017 in Paris at the age of 91 .,"He died in England on November 16 , 2018 at the age of 81 , due to complications of hip surgery .",0.6016,0.8423,0.663,0.062,6.0
A1,A2,1,1.0,0.6,similar_complexity,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,"She died on 12 February 2019 , at the age of 79 .",She died after a long illness on 6 April 2014 at the age of 85 .,0.8423,0.8423,0.042,0.0,4.0
B1,B2,1,1.0,0.75,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,The basic parts of the LC - 6 were accepted .,"With the basic characteristics of the LC - 6 accepted , a series of modifications followed .",0.8422,0.8422,1.538,0.029,5.0
